arg-id,argument,x,y,cluster-level-1-id,cluster-level-2-id,cluster_id,cluster-level-2-label,cluster-level-2-description
134,・ もう一度汚染された所に住んでいる方々とお話されては如何ですか？当時と今とでは変わっていると思います。,14.654686,5.619722,1_31,2_134,2_134,汚染土再利用に伴う地域間の不公平感と社会的緊張,このクラスタは、汚染土の再利用に関する地域間の不公平感や不満が、社会的な緊張や対立を引き起こす可能性についての懸念を表しています。特に、特定の地域が不当に負担を強いられていると感じることが、地域間の対立を深める要因となることが指摘されています。
135,・ こんな利権まみれの案を提示する前に、大熊町、双葉町、福島県浜通り地方にどうしたいか、まずは確かめるべき。,13.498133,7.0928984,1_21,2_9,2_9,政策形成における現場重視と利権排除の重要性,このクラスタは、政策形成において、まずは現場での実践や地域住民の意見を重視することの重要性を訴えています。特に、利権に左右されず、実際に影響を受ける地域や人々の声を優先するべきだという主張が中心です。霞が関や永田町といった政策決定の中心地での率先した取り組みや、福島県の具体的な地域における意見の確認が例として挙げられています。
136,・ 当時交付金や雇用も得られ町が潤った、そのお金を受け取った福島第一原発の立地自治体で責任をとってください。いざ事故が起これば、他の地域を巻き込むというのはやめてください。,13.740612,7.224621,1_21,2_94,2_94,福島除去土壌の処理に関する地域負担と責任分担の議論,このクラスタは、福島の除去土壌の処理に関する地域負担と責任分担についての意見が集まっています。福島県内での集中管理を支持する意見や、全国的な責任として他地域での処理を受け入れるべきとする意見、また福島第一原発の立地自治体や電力需要側の都市部が責任を負うべきとする意見が含まれています。これらの意見は、放射線被ばくリスクの正当化や地域間の負担の公平性、過去の原発容認に対する責任意識など、複雑な倫理的・政治的問題を反映しています。
137,・ 中間貯蔵用地にはまだ余裕があり、それ以外の利用はできない状況。減容する必要性はない。,13.161143,9.104081,1_4,2_56,2_56,中間貯蔵施設の余裕と減容の必要性の欠如,このクラスタは、中間貯蔵施設における現在の容量状況に焦点を当てています。具体的には、施設にはまだ十分な余裕があり、現時点では減容の必要性がないという点が強調されています。これにより、他の用途への転用ができない状況であることも示唆されています。
138,・ 中間貯蔵施設には余裕がまだ半分もあると聞いています。,13.338259,8.910108,1_4,2_56,2_56,中間貯蔵施設の余裕と減容の必要性の欠如,このクラスタは、中間貯蔵施設における現在の容量状況に焦点を当てています。具体的には、施設にはまだ十分な余裕があり、現時点では減容の必要性がないという点が強調されています。これにより、他の用途への転用ができない状況であることも示唆されています。
139,・ ガイドライン案には、「大変貴重な資源である除去土壌の有効活用」と記されているが、放射能濃度を低減しても汚染土壌に変わりなく、放射能に汚染された土壌を真に貴重な資源と認識されているのか。全国に汚染土壌を拡散させるための詭弁。貴重な資源と言うならば、「中間貯蔵開始後３０年以内に福島県外で最終処分」する必要はなく、福島県に再度保管を求めても良いはず。仮に福島県が受け入れないのであればその理由を問うべき。,13.80817,7.528378,1_22,2_19,2_19,福島除去土壌の最終処分に関する法的・倫理的課題と地域影響,このクラスタは、福島の除去土壌の最終処分に関する法的な約束やその実行可能性、地域社会への影響についての懸念を中心にしています。特に、福島県外での最終処分の約束が現実的かどうか、またその過程で福島の道路や地域社会に与える影響、さらには除去土壌の再利用に関する倫理的な問題についての議論が含まれています。法律の見直しや、福島県民および全国民に対する透明性のある議論の必要性が強調されています。
140,・ 福島で原発事故の被害に遭った人たちの意見を聞いたのでしょうか。これ以上、福島の汚染を他に広げてほしくないという声があることを、確認したのでしょうか。,14.087768,7.022946,1_22,2_53,2_53,福島県外での除染土処分に関する意見の多様性と懸念,このクラスタは、福島県外での除染土の処分や再利用に関する意見の多様性を示しています。一部の意見は福島県の復興を支援するために県外での処分を支持していますが、他の意見は安全性を考慮し、福島県内での処分を推奨しています。また、福島の被害者の意見を重視し、汚染の拡散を懸念する声も含まれています。これらの意見は、除染土の処分に関する地域的および倫理的な問題を反映しています。
141,・ 地元の人々は、自身の土地から除去された汚染物質が他地域に持ち込まれることによる二次汚染を恐れています。,14.797619,5.4964485,1_31,2_64,2_64,汚染土壌再利用による地域間不平等と社会的対立の懸念,このクラスタは、汚染された土壌の再利用が地域間での不平等感を生み出し、特定の地域が汚染を押し付けられていると感じることで、社会的な摩擦や対立が生じる可能性についての懸念を表しています。特に、受け入れ地域の住民が不公平だと感じることが、心理的な不安やストレスを引き起こし、地域のイメージ悪化や生活の質の低下につながる点が強調されています。これにより、地域間の不均衡が拡大し、社会的な緊張が高まることが懸念されています。
142,・ 福島県には帰還困難区域内のホットスポットや山といった高線量の除染すべき箇所がまだ存在し、最終処分量は東京ドーム 11 杯分には収まらないだろう。,14.083985,7.4716897,1_22,2_99,2_99,福島県内の放射性廃棄物処理に関する懸念と地域外移送の是非,このクラスタは、福島県内の放射性廃棄物の再生利用や処理に関する懸念を中心にしています。特に、県外への移送が約束違反であるとの指摘や、放射能汚染を広げる可能性についての不安が表明されています。また、福島県内にはまだ高線量の除染が必要な箇所が存在し、最終処分量が予想を超える可能性があることも指摘されています。これらの意見は、放射性廃棄物の処理方法やその影響に対する地域住民の不安と懸念を反映しています。
143,・ 放射性物質は除染されていない山や森林から高低差や風雨によって低地や除染した地域にまで移動している。これは今後も続くのであり、復興再生利用で対応しきれるものではない。復興再生利用は復興に繋がる事業にならない。,12.157664,5.810634,1_59,2_82,2_82,復興再生利用における放射性物質の課題と限界,このクラスタは、復興再生利用における放射性物質の管理とその限界に関する懸念を中心にしています。具体的には、除去土壌の放射能濃度の管理の必要性や、山や森林からの放射性物質の移動が続くことによる影響が強調されており、これらの問題が復興再生利用の効果を制限する可能性があると指摘されています。
144,・ 利用場所や用途の制限が行われていない。,12.630693,9.164407,1_7,2_138,2_138,リスク管理の不十分さと用途制限の欠如,このクラスタは、利用場所や用途に関する制限が欠如していること、及び飛散・流出のリスクが高い場所に対する具体的な回避策が示されていないことに焦点を当てています。特に、リスクが高い場所に対しては『十分な検討を行う』という曖昧な表現に留まっており、具体的な制限や対策が求められている点が特徴です。
145,・ 公共事業には公共空間での農業・農園作業実習等々は入るのか。農業用土にセシウム等が入ってくることを問題視している。,11.876275,5.4715414,1_59,2_58,2_58,除去土壌の安全管理と再利用に関する懸念と提案,このクラスタは、除去土壌の管理と再利用に関する安全性や効率性についての懸念と提案が中心です。公共事業における農業実習の安全性、除去土壌の用途制限と集中管理の必要性、放射性物質の除染と監視の重要性、そして汚染状況の詳細かつ長期的な調査の必要性が議論されています。これらの意見は、放射性物質の影響を最小限に抑えつつ、住民の安全と安心を確保するための具体的な対策を求めています。
146,・ 飯舘村⾧泥地区の再生利用実証実験地 30 ヘクタールの汚染土壌は永久的な埋立てとなる。再生利用実証地の飯舘村⾧泥地区の 30ヘクタールの農地の下には汚染土壌が 1m 以上の深さで埋立てされている。今回の省令案によれば、復興再生利用の対象地であり「埋立て再生利用処分」された土地となる。元の非汚染農地には永久にならない。実証実験であれば、実験終了後は元に復元することが常識であるが、この省令案が実施されると永久に健全な農地への復元はなくなる。この点に関して、飯舘村民に十分な説明がされているとは思えない。再生利用実証実験地の⾧期的な取り扱いを不問に付す可能性のある本省令案は即刻撤回すべきである。,12.022294,7.4331517,1_68,2_3,2_3,汚染土壌の再生利用に関する省令案の問題点と撤回要求,このクラスタは、飯舘村⾧泥地区の汚染土壌の再生利用に関する省令案に対する批判と撤回要求を中心にしています。具体的には、汚染土壌の永久的な埋立てによる農地の復元不可能性、環境省の試験手法の不適切さ、公共の水域及び地下水の汚染防止措置の省略、そして情報保存の不備により、長期的な環境への影響や住民への説明不足が懸念されています。これらの問題点を指摘し、省令案の即刻撤回と再検討を求めています。
147,・ 除去土壌は、用途を限定すべきで、広くばらまくべきではないと思います。管理が煩雑になりますし、住民の反対運動が各地で起こることになります。大規模施設など、一定の場所に集中させるべきだと思います。国は、再生利用する土壌は放射線量が低く、比較的安全と主張されていますので、一定の場所に集中させても問題はないはずです。,11.771978,5.532202,1_59,2_58,2_58,除去土壌の安全管理と再利用に関する懸念と提案,このクラスタは、除去土壌の管理と再利用に関する安全性や効率性についての懸念と提案が中心です。公共事業における農業実習の安全性、除去土壌の用途制限と集中管理の必要性、放射性物質の除染と監視の重要性、そして汚染状況の詳細かつ長期的な調査の必要性が議論されています。これらの意見は、放射性物質の影響を最小限に抑えつつ、住民の安全と安心を確保するための具体的な対策を求めています。
148,・ 子どもは大人よりも放射線感受性が高いことを踏まえ、公園などの子どもたちが頻繁に利用する場所で再生利用を行う場合は、安全基準をより厳格に設定することが不可欠。,11.638832,4.2847834,1_55,2_120,2_120,放射性物質の再利用における安全性と透明性の重要性,このクラスタは、放射性物質の再利用に関する安全性と透明性の重要性に焦点を当てています。特に、子どもや妊婦などの感受性の高い人々に対するリスクを考慮し、安全基準を厳格に設定する必要性が強調されています。また、政策決定においては、納得のいく説明と透明性のあるプロセスが求められており、放射性物質の再利用がもたらす健康リスクに対する懸念が示されています。
149,・ もし公園などにバラまかれたら、子ども達が被爆してしまいます。,12.431268,4.0664687,1_53,2_36,2_36,子供の健康リスクと環境汚染の懸念,このクラスタは、土壌や環境中に存在する有害物質が子供たちに与える健康リスクに対する懸念を表しています。特に、子供たちが土壌を触ったり、吸い込んだり、口に入れたりすることで、⾧期的な健康被害を受ける可能性があることが強調されています。また、公園などの公共の場での環境汚染が子供たちの被爆につながるという具体的なリスクも指摘されています。
150,・ 飛散・流出のリスクが高い場所の例示が行われているが、そうしたリスクが高い場所を回避するのではなく、「十分な検討を行う」と記述されるにとどまっている。また、用途についても、特段の制限が行われていない。,12.369323,9.154166,1_7,2_138,2_138,リスク管理の不十分さと用途制限の欠如,このクラスタは、利用場所や用途に関する制限が欠如していること、及び飛散・流出のリスクが高い場所に対する具体的な回避策が示されていないことに焦点を当てています。特に、リスクが高い場所に対しては『十分な検討を行う』という曖昧な表現に留まっており、具体的な制限や対策が求められている点が特徴です。
151,・ 復興再生利用をするのであれば、「除去土壌の放射能濃度」は,12.022652,5.748963,1_59,2_82,2_82,復興再生利用における放射性物質の課題と限界,このクラスタは、復興再生利用における放射性物質の管理とその限界に関する懸念を中心にしています。具体的には、除去土壌の放射能濃度の管理の必要性や、山や森林からの放射性物質の移動が続くことによる影響が強調されており、これらの問題が復興再生利用の効果を制限する可能性があると指摘されています。
152,"・ 「除去土壌の放射能濃度」の 8,000Bq/kg 以下は撤回すべきだ。【理由】環境省は「管理」をするから原子炉等規制法に基づくクリアランスレベルとは別物だと主張してきたが、",10.475503,5.3673286,1_44,2_73,2_73,除去土壌の放射能濃度基準と最終処分に関する議論,"このクラスタは、除去土壌の放射能濃度基準である8,000Bq/kgに関する議論を中心にしています。特に、環境省の管理方針と原子炉等規制法に基づくクリアランスレベルの違い、除去土壌を低レベル放射性廃棄物として最終処分すべきという主張、そしてセシウム137が大半を占めることから基準の再考を求める意見が含まれています。これらの意見は、放射能濃度基準の適切性と安全性に対する懸念を反映しています。"
153,"・ 放射能基準のダブルスタンダードを認めることはできない。原子炉等規制法では 100Bq/kg 以下を再利用の基準としているにも関わらず、環境大臣が定める告示だけで 8,000Bq/kg 以下の除去土壌なら再利用できるとするのは納得できない。",10.304803,5.3775334,1_44,2_137,2_137,放射能基準値に関する規制の一貫性と安全性への懸念,このクラスタは、放射能基準値に関する規制の一貫性と安全性に対する懸念を表明しています。特に、異なる基準値が提示されることによるダブルスタンダードの問題や、提示された基準値が高すぎることに対する不満が中心です。また、従来の放射線防護規制と新たな省令案との整合性や法的優位性についての疑問も含まれています。
154,"・ 8,000 ベクレルという値は本当に安全なのか。",9.537693,4.979709,1_41,2_130,2_130,放射性物質管理基準の安全性と集中管理の懸念,このクラスタは、放射性物質の管理における基準値の安全性と、その基準を利用した土壌の再利用がもたらす放射性物質の拡散リスクに対する懸念を中心にしています。特に、1キログラムあたり8000ベクレルという基準値が本当に安全であるのか、またその基準を利用して高濃度の土壌を他の土壌と混ぜることで放射性物質の拡散を招く可能性があること、さらに放射性物質の集中管理という原則に反する点が問題視されています。これにより、放射性物質の安全な管理とその基準の妥当性についての議論が求められています。
155,・ 基準を 80 倍緩和する意味がわからない。,9.763309,5.939229,1_42,2_90,2_90,基準緩和に対する疑問と不透明性,このラベルは、基準を80倍緩和するという決定に対する理解不足やその意図の不透明さに対する疑問を表しています。具体的には、なぜそのような大幅な緩和が必要なのか、その背景や目的が明確でないことに対する不安や疑念が含まれています。
156,"・ 基準値緩和によるリスク改正案で提示された除去土壌の放射能濃度基準値（8,000 ベクレル/kg）は、廃棄物処分場向け基準をそのまま適用しており、従来の 100 ベクレル／kg の規制と比較して極めて高く、公共の場で再利用される場合における⾧期的な被ばくリスクを増大させます。特に、放射線の影響を受けやすい子どもや妊婦への特別な保護措置が講じられているとは思えません。従来の 100 ベクレル／kg の規制を堅守すべきです。",10.191825,4.8495073,1_48,2_29,2_29,放射能基準値緩和に対する健康リスクと安全性懸念,このクラスタは、放射能濃度基準値の緩和に伴う健康リスクの増大と安全性への懸念を中心にしています。特に、従来の基準値と比較して大幅に緩和された新基準が、長期的な被ばくリスクを増大させる可能性があること、特に子どもや妊婦などの脆弱な人々への影響が懸念されています。また、基準値以下であっても広範囲での放射性物質の蓄積が問題視され、生活環境における被ばくリスクが過小評価されているとの指摘がなされています。
157,"・ 8,000Bq/kg 以下の土壌のうち 100Bq/kg を超えるものは低レベル放射性廃棄物として扱われるべきものである。今回の省令案は、従来の放射線防護の規制を蔑ろにするものであるが、今回省令の方が法的に従来の放射線防護規制よりも上であるとする理由はどこにあるのかも示してもらいたい。",10.33311,5.4776063,1_44,2_137,2_137,放射能基準値に関する規制の一貫性と安全性への懸念,このクラスタは、放射能基準値に関する規制の一貫性と安全性に対する懸念を表明しています。特に、異なる基準値が提示されることによるダブルスタンダードの問題や、提示された基準値が高すぎることに対する不満が中心です。また、従来の放射線防護規制と新たな省令案との整合性や法的優位性についての疑問も含まれています。
158,・ ガイドラインや省令改正で済ませて、法律改正を行おうとしないのは、放射性物質として扱わなくてよいクリアランスレベルとのダブルスタンダードとの明確な区別が、法律上、困難、すなわち、クリアランスレベルの８０倍もの汚染土を「適切に管理」することを法律上、担保することができないからではないのか。,11.105564,6.477356,1_57,2_17,2_17,放射性物質に関する法的規制の強化と一貫性の確保,このクラスタは、放射性物質に関する現行の法制度における不整合や不十分な規制に対する問題提起を中心にしています。特に、土壌汚染対策法における放射性物質の除外規定の撤廃や、環境基本法など関連法との整合性を図る必要性が強調されています。また、ガイドラインや省令改正ではなく、法律改正を通じて、放射性物質の管理基準を明確化し、国民的議論を経て法的に担保することの重要性が指摘されています。
159,・ 「復興再生利用」の定義・態様が不明確なため、原子炉等規制法に基づくクリアランス基準（100Bq/kg）対比 80 倍もなぜ急に安全な行為となるのか科学的に不明である。運用する側も、「復興再生利用」として行った行為が、処理でなく「再利用」であると認定されてしまうと、即法令違反とされるリスクがあり、事業者としては怖くて参入できないのではないかと考える。,10.35175,5.723634,1_45,2_100,2_100,福島原発事故後の放射線規制と復興再生利用に対する不安と不信,このクラスタは、福島原発事故後の放射線規制に関する政策や基準に対する不安と不信感を表しています。特に、全国を一律に「現存被ばく状況」とする前提や、復興再生利用の定義が不明確であることに対する懸念が強調されています。また、クリアランス基準の大幅な緩和に対する科学的根拠の不明確さや、事業者が法令違反のリスクを恐れて参入を躊躇する可能性についても言及されています。
160,"・ 現在の日本の土壌汚染基準値は 5,000 ベクレル/kg であり、この厳しい基準値は、環境の安全性を確保し、国際市場での信頼を維持するために非常に重要です。一方、日本政府が提案する改変数値は、環境の安全性を脅かし、さらに輸出に悪影響を及ぼす可能性があるため、現行の 5,000 ベクレル/kg の基準値を維持するよう強く要求します。環境の安全性を守り、国際市場での信頼を維持するためには、現行の厳格な基準値が必要です。",9.730614,4.665359,1_41,2_143,2_143,放射性物質管理基準の緩和による環境安全性への懸念,このクラスタは、放射性物質の管理基準を1キログラムあたり8000ベクレル以下に緩和することに対する懸念を表しています。具体的には、他の土壌と混ぜることで高濃度の土壌も再利用可能となり、放射性物質の拡散を許すことになる点が問題視されています。また、これは放射性物質を集中的に管理するという原則に反しており、環境の安全性を脅かす可能性があるとされています。さらに、国際市場での信頼を維持するためには、現行の厳格な基準値を維持する必要があるという意見も含まれています。
161,"・ 改正案で提示された除去土壌の放射能濃度基準値8,000Bq/kgは高過ぎる。せめて半分以下の 4,000Bq/kg にすべき。",10.227872,5.4476395,1_44,2_137,2_137,放射能基準値に関する規制の一貫性と安全性への懸念,このクラスタは、放射能基準値に関する規制の一貫性と安全性に対する懸念を表明しています。特に、異なる基準値が提示されることによるダブルスタンダードの問題や、提示された基準値が高すぎることに対する不満が中心です。また、従来の放射線防護規制と新たな省令案との整合性や法的優位性についての疑問も含まれています。
162,・ 被ばく線量年間１mSv に相当する除去土壌の放射能濃度が,10.653182,4.4883375,1_47,2_42,2_42,放射線被ばくの長期的健康リスクと環境基準の比較,このクラスタは、年間1mSvの被ばく線量が長期間にわたって蓄積されることによる健康リスク、特にがんの発生リスクの増加に焦点を当てています。また、ICRPの推定を基に、放射線被ばくが発がん性化学物質の環境基準と比較して非常に高いリスクを持つことを示しています。
163,"・ 作業時間を 1,000 時間に限定、作業中は 3m×12 m の厚さ 2.2cm の鉄板を敷くという仮定を置かない場合、被ばく線量は年間 13.2 mSv になるはず。足元の盛土作業をするのに、そこに鉄板が敷いてあったらどうやって作業をするのか。",10.733682,4.689731,1_47,2_62,2_62,放射線被曝基準と福島復興における不平等性の指摘,このクラスタは、放射線被曝基準に関する政府の方針とその適用における不平等性についての批判が中心です。特に、福島における被曝限度が他地域と異なり高く設定されていることが差別的であるとし、福島の復興には本来の基準である年1mSvを適用すべきだという主張が含まれています。また、作業環境における被曝防止策の現実性についての疑問も提起されています。
164,・ 土壌を中間貯蔵施設から運んで作業場に敷くまでの作業における、粉塵吸い込みによる内部被ばくの計算もされていない。,13.467133,4.252932,1_36,2_112,2_112,土壌移動作業における粉塵吸入リスクと内部被ばくの未評価問題,このクラスタは、土壌を中間貯蔵施設から作業場に運ぶ際の作業プロセスにおいて、粉塵の吸い込みによる内部被ばくのリスクが評価されていないことに焦点を当てています。具体的には、作業者が粉塵を吸い込むことによる健康リスクが未評価である点が問題視されています。
165,"・ 環境省が 2017 年 6 月に出した「復興に向けた廃棄物の処理について ～放射能濃度が 8,000Bq/kg 以下の廃棄物処理を進めるために」によると、埋め立て事業者の方の、年間追加被ばく線量 1mSv 以下とするときの放射能濃度が、8,900Bq/kg で、これは 1 日 8 時間・年間 250 日の労働時間のうち半分の時間（1,000 時間/年）を当該廃棄物のすぐ上で覆土せず作業するという想定でシュミレーションしたと書いてある。生活は 365日 24 時間で、その除去土壌が運ばれたすぐそばに住む日は、一日まったく動かず過ごすお年寄りだったり病人だったりすれば、１日８時間どころか 24 時間、年間 250 日どころか 365日ずっとその土のそばで暮らすわけです。8,000 ベクレル／kgという数字を今回の安全基準として適用させるわけにはいかない。",10.314231,4.9199476,1_48,2_29,2_29,放射能基準値緩和に対する健康リスクと安全性懸念,このクラスタは、放射能濃度基準値の緩和に伴う健康リスクの増大と安全性への懸念を中心にしています。特に、従来の基準値と比較して大幅に緩和された新基準が、長期的な被ばくリスクを増大させる可能性があること、特に子どもや妊婦などの脆弱な人々への影響が懸念されています。また、基準値以下であっても広範囲での放射性物質の蓄積が問題視され、生活環境における被ばくリスクが過小評価されているとの指摘がなされています。
166,"・ 本意見募集において関連資料とされている「復興再生利用に係るガイドライン（案）」の「２．２．１（３）追加被ばく評価について」を見ると、施工中の作業者について年間作業時間を 1,000 時間と短く制限し、さらに遮蔽係数 0.6 を導入した上で年間 0.93mSv と評価している。この条件から外れれば年間",10.866206,7.006071,1_69,2_69,2_69,工事現場における放射線防護措置の不備と法的拘束力の欠如,このクラスタは、工事現場での放射線防護措置に関する法令やガイドラインの不備に対する批判が中心です。具体的には、工事従事者への放射線防護措置が省令で考慮されていないこと、ガイドラインに法的拘束力がないこと、作業者の被ばく量の評価や防護措置が不十分であることが指摘されています。これらの点から、現行の法令やガイドラインの撤回や改善が求められています。
167,・ 省令案と告示における基準設定がおかしい。内部被ばくの基準は毎日２L を 365 日飲み続けて年間１ミリシーベルトを超えない基準にしているのに、外部被ばくを24 時間 365 日その場所にいて年間１ミリシーベルトを超えない基準にしていない。1 キログラムあたり 8000 ベクレルで汚染した土まで「復興再生利用」しようという結論ありきに合うように基準を設定しているのが見え見えである。,9.601364,5.2377615,1_41,2_0,2_0,放射性物質の基準設定と再利用方針への疑念,このクラスタは、放射性物質の基準設定に関する政府の方針変更やその透明性に対する疑念を表明しています。特に、8000ベクレル毎キログラムという基準が、従来の『安全に処理できる基準』から『復興再生利用』の基準に変化していることや、内部被ばくと外部被ばくの基準設定の不整合性に対する批判が中心です。これにより、基準が政策目的に合わせて恣意的に設定されているのではないかという懸念が示されています。
168,・ ストロンチウムなどのセシウム以外の放射性核種が考慮されていない。,11.039375,4.978838,1_49,2_110,2_110,セシウム以外の放射性核種に対する安全性評価の不備と懸念,このクラスタは、放射性物質の安全性評価において、セシウム以外の放射性核種が十分に考慮されていないことに対する懸念を示しています。特に、ストロンチウムなどの他の放射性核種の濃度や影響が適切に評価されていないこと、原子力施設外での基準の適用の妥当性に疑問を呈しており、これらの核種についても詳細なデータ収集と評価が必要であると主張しています。
169,・ 半減期が５万年のストロンチウムなど、減退期の⾧い放射性物質を測定しないことにしていることが恣意的でとても信頼できない。,10.837464,5.2915053,1_49,2_92,2_92,放射性廃棄物の処理と測定基準の信頼性問題,このクラスタは、放射性廃棄物の最終処分方法と、放射性物質の測定基準に対する懸念を中心にしています。特に、低レベル放射性廃棄物としての処分の必要性と、長い半減期を持つ放射性物質の測定が行われていないことに対する不信感が強調されています。これにより、放射性廃棄物の管理とその信頼性に対する疑念が浮き彫りになっています。
170,・ セシウム以外の放射性物質についてのデータも無いと安全だと言い切れないのではないか。セシウム以外の放射性物質も計測すべき。,11.066917,5.0069127,1_49,2_110,2_110,セシウム以外の放射性核種に対する安全性評価の不備と懸念,このクラスタは、放射性物質の安全性評価において、セシウム以外の放射性核種が十分に考慮されていないことに対する懸念を示しています。特に、ストロンチウムなどの他の放射性核種の濃度や影響が適切に評価されていないこと、原子力施設外での基準の適用の妥当性に疑問を呈しており、これらの核種についても詳細なデータ収集と評価が必要であると主張しています。
171,・ セシウム以外の放射性核種について濃度が事故前と同等と判断しているが、その基準が「原子力施設等におけるクリアランスレベル」以下であることを根拠としているが、本件は原子力施設外に土壌を使用するため、基準が正しいとは言えないのではないか,10.86786,5.0704103,1_49,2_110,2_110,セシウム以外の放射性核種に対する安全性評価の不備と懸念,このクラスタは、放射性物質の安全性評価において、セシウム以外の放射性核種が十分に考慮されていないことに対する懸念を示しています。特に、ストロンチウムなどの他の放射性核種の濃度や影響が適切に評価されていないこと、原子力施設外での基準の適用の妥当性に疑問を呈しており、これらの核種についても詳細なデータ収集と評価が必要であると主張しています。
172,・ 地下水への浸透についてセシウムしか触れられておらず、セシウム以外の放射性核種の浸透について触れられていない。,11.315496,5.0801277,1_50,2_33,2_33,福島除去土壌の再利用における放射性物質の浸透と長期的リスク評価の必要性,このクラスタは、福島第一原発事故後の除去土壌の再利用に関する懸念を中心にしています。特に、地下水への放射性物質の浸透に関する不十分な検証や、長期的な放射性セシウムの減衰に伴うリスクについての指摘が含まれています。これらの意見は、除去土壌の再利用における環境への影響を再評価し、より厳密な検証と長期的なリスク管理が必要であることを強調しています。
173,・ 福島第一原子力発電所の事故により放出された放射性物質を日本中の公園や土地に撒くことは、非常に危険で非現実的な提案です。六価クロムは発がん性物質であり、⾧期的な曝露によって肺がん、鼻腔がん、鼻咽頭がんなどの発症のリスクを高めることが知られています。ヨウ素 131、セシウム 134、セシウム 137、ストロンチウム 90 などの放射性同位体は、⾧期的に人体に深刻な健康影響を及ぼす可能性があります。これらの物質は発がん性があり、特に子供や妊婦に対してリスクが高いです。政策決定者が計画の再検討を促すことをお願いします。,11.566975,4.480976,1_55,2_120,2_120,放射性物質の再利用における安全性と透明性の重要性,このクラスタは、放射性物質の再利用に関する安全性と透明性の重要性に焦点を当てています。特に、子どもや妊婦などの感受性の高い人々に対するリスクを考慮し、安全基準を厳格に設定する必要性が強調されています。また、政策決定においては、納得のいく説明と透明性のあるプロセスが求められており、放射性物質の再利用がもたらす健康リスクに対する懸念が示されています。
174,・ 「復興再生利用」の管理期間は定まっていない。いつまで管理されるのかは放射線防護上、重要な論点であるとともに、事業実施者にとっては、いつまで責任を負うのかが不明なままとなっている。このような重要な点が先送りにされたまま、省令改正を行うべきではない。,11.825848,8.040813,1_9,2_65,2_65,復興再生利用における管理期間と責任の不明確さ,このクラスタは、復興再生利用に関する管理期間や測定頻度、情報の保管期間についての不明確さが、放射線防護の観点から重要であると同時に、事業実施者にとっても責任の範囲が不明確であることが問題視されている点に焦点を当てています。これらの不明確さが解消されないまま省令改正が進められることへの懸念が示されています。
175,・ 「適切な管理」が必要で無くなるクリアランスレベルまで減衰するまでに誰がどう管理し続けるのかの記載がない。,12.049794,8.619664,1_8,2_81,2_81,管理プロセスの不明確さと具体性の欠如に対する懸念,このクラスタは、管理プロセスにおける具体的な指針や方法の欠如に対する懸念を示しています。特に、管理の責任者や方法が明確に記載されていないこと、施工や維持管理に関する基本事項が抽象的であることが問題視されています。これにより、より詳細で明確な管理指針の策定が求められています。
176,・ クリアランスレベルとのダブルスタンダードではないと主張するなら、復興再生利用に用いる除去土壌の放射能濃度が 100Bq/kgに減衰するまでの期間を厳重な管理年限として定めるべきだ。【理由１】堤防、道路などあらゆる公共施設は、自然災害や劣化、メンテナンス工事などにより崩壊もしくは掘り返されることにより、内部から土壌が流出飛散することは避けられないし、回収もできない。拡散して薄まるという詭弁を弄するべきではないからだ。【理由２】省令案（第58 条の四）には、測定や記録等の情報の保管期間を「復興再生利用の終了するまで」としているだけだ。肝心の管理そのものの期間を定めなければ、意味をなさない。【理由３】「クリアランスレベルとは違う」という根拠（管理すること）に、法的拘束力を持たないことになるからだ。,10.578917,5.6263056,1_43,2_14,2_14,除去土壌管理の厳格化と長期的安全性確保の必要性,このクラスタは、除去土壌の管理における法的および技術的な基準の緩和に対する懸念を中心にしています。具体的には、放射能濃度の管理期間の明確化や、遮蔽物の基準緩和による放射線遮蔽効果の低下リスクに対する対策の必要性が強調されています。これにより、長期的な安全性を確保するための法的拘束力のある管理基準の設定が求められています。
177,・ 事業実施者については、測定や記録等の情報の保管期間が「当該復興再生利用の終了するまでの間」とされており、いつまでそのような責任を負うのかが不明なままである,11.821486,8.0480795,1_9,2_65,2_65,復興再生利用における管理期間と責任の不明確さ,このクラスタは、復興再生利用に関する管理期間や測定頻度、情報の保管期間についての不明確さが、放射線防護の観点から重要であると同時に、事業実施者にとっても責任の範囲が不明確であることが問題視されている点に焦点を当てています。これらの不明確さが解消されないまま省令改正が進められることへの懸念が示されています。
178,・ 復興再生利用に関わる措置の終了とともに、それに係わる情報の保存が終了してしまうのであれば、後に検証するための記録も資料もないことになり、これでは復興再生利用について責任を負う覚悟が問われます。,11.9150305,7.65486,1_68,2_3,2_3,汚染土壌の再生利用に関する省令案の問題点と撤回要求,このクラスタは、飯舘村⾧泥地区の汚染土壌の再生利用に関する省令案に対する批判と撤回要求を中心にしています。具体的には、汚染土壌の永久的な埋立てによる農地の復元不可能性、環境省の試験手法の不適切さ、公共の水域及び地下水の汚染防止措置の省略、そして情報保存の不備により、長期的な環境への影響や住民への説明不足が懸念されています。これらの問題点を指摘し、省令案の即刻撤回と再検討を求めています。
