arg-id,argument,x,y,cluster-level-1-id,cluster-level-2-id,cluster_id,cluster-level-2-label,cluster-level-2-description
87,・ 除去土壌の発生場所での保管の重要性除去土壌は「内部被ばくの防護における 2C の原則：閉じこめ（Containment）、集結（Concentration）」に基づき、発生場所で保管すべきです。全国に拡散することで、除去土壌の管理（⾧期的モニタリングの実施等）が分散化し、漏洩や拡散のリスクが更に高まります。発生地での集中管理を徹底すべきです。,10.0066,17.458988,1_58,2_22,2_22,除去土壌管理と再生利用におけるリスク評価と管理の重要性,このクラスタは、災害による土壌流出や除去土壌の管理に関するリスク評価と管理の重要性に焦点を当てています。具体的には、災害時の土壌流出に対する対応策の不足、除去土壌の発生場所での保管の重要性、そして再生利用による生態系への影響評価の不足が指摘されています。これらの意見は、除去土壌の適切な管理と再生利用におけるリスクを最小限に抑えるための包括的なアプローチの必要性を強調しています。
88,・ 三原則（１取り除く（撤去）、２さえぎる（遮へい）、３遠ざける）に反している,9.382141,12.526575,1_32,2_74,2_74,法案への反対意見と三原則の重要性,このクラスタは、特定の法案に対する反対意見を中心に構成されており、特に三原則（取り除く、さえぎる、遠ざける）に反していることが反対の理由として挙げられています。これにより、法案が安全性や倫理的基準を満たしていないと考えられていることが示唆されています。
89,・ 除染土の運搬リスク全国展開を前提とした除去土壌の運搬・施工では、輸送・施工中の事故や放射性物質が飛散・漏洩するリスクが増大します。これにより、作業員や周辺住民への内部被ばくリスクが増加します。輸送を伴わない発生地保管は、物流・施工に伴うリスクを完全に排除できます。,9.60194,18.58811,1_69,2_126,2_126,放射性汚染土の安全管理とリスク最小化のための集中管理の必要性,このクラスタは、放射性汚染土の運搬や施工に伴うリスクを最小化するために、除染土を一ヵ所に集中して管理することの重要性を強調しています。特に、輸送中の事故や放射性物質の飛散・漏洩による内部被ばくリスクを懸念し、海外の事例を参考にした厳重な管理体制の必要性を訴えています。これにより、作業員や周辺住民の安全を確保し、物流・施工に伴うリスクを排除することが可能であるとしています。
90,・ 処分区域の選定基準の曖昧さと環境影響評価の不十分さ改正案では、処分区域の選定基準が不明確です。また、除去土壌の再利用による生態系への影響が十分に評価されていません。除去土壌の発生場所での保管は、地質や水源地などへの新たな環境影響リスクを完全に排除できます。,10.36367,17.153858,1_2,2_100,2_100,除去土壌再利用における環境リスクと監査体制の強化,このクラスタは、除去土壌の再利用に伴う環境リスクと、それに対する監督・監査体制の不備に関する懸念を中心にしています。施工業者や管理者への監督の甘さ、処分区域の選定基準の曖昧さ、環境影響評価の不十分さが指摘されており、特に農山村地域の生態系や地中環境への影響が懸念されています。これらの問題に対して、より厳格な基準と監査体制の導入が求められています。
91,・ 放射能汚染土の管理で海外の例を見ると、チェルノブイリやスリーマイルでは一ヵ所にまとめて管理している。全国に分散している例はない。日本も海外を基準として厳重管理すべき。,9.504685,18.459707,1_69,2_126,2_126,放射性汚染土の安全管理とリスク最小化のための集中管理の必要性,このクラスタは、放射性汚染土の運搬や施工に伴うリスクを最小化するために、除染土を一ヵ所に集中して管理することの重要性を強調しています。特に、輸送中の事故や放射性物質の飛散・漏洩による内部被ばくリスクを懸念し、海外の事例を参考にした厳重な管理体制の必要性を訴えています。これにより、作業員や周辺住民の安全を確保し、物流・施工に伴うリスクを排除することが可能であるとしています。
92,・ 放射能汚染土を全国にばら撒くな。,9.282145,18.504595,1_71,2_45,2_45,放射性汚染土の全国拡散に対する強い反対意見,このクラスタは、放射性汚染土を全国に配送することに対する強い反対意見が集まっています。特に、汚染の少ない地域に汚染土を持ち込むことが新たな放射能汚染を引き起こし、全国にホットスポットを作る可能性があるという懸念が示されています。これにより、放射性物質の拡散を防ぎたいという強い意志が表れています。
93,・ 汚染の少ない地域に汚染土を持ってくること自体が放射能汚染の追加である。全国にホットスポットができる。,8.907722,18.41194,1_71,2_45,2_45,放射性汚染土の全国拡散に対する強い反対意見,このクラスタは、放射性汚染土を全国に配送することに対する強い反対意見が集まっています。特に、汚染の少ない地域に汚染土を持ち込むことが新たな放射能汚染を引き起こし、全国にホットスポットを作る可能性があるという懸念が示されています。これにより、放射性物質の拡散を防ぎたいという強い意志が表れています。
94,・ 今回の案はとりもなおさず放射能残土を全国にばら撒く事であり原則である年１mSvの原則が破られてしまうことになる。これは全国民への被曝の強制であり、被曝しない権利という基本的人権の違反となる。,10.805454,18.596285,1_75,2_42,2_42,放射性物質の拡散リスクと安全性への懸念,このクラスタは、放射性物質の拡散に関する実証実験の不備や、放射能残土の全国的な拡散による被曝リスク、そして日本産業規格に基づく試験の欠如に対する懸念が中心です。これらの意見は、放射性物質の安全性とそれに伴う健康リスクに対する不安を強調しており、基本的人権としての被曝しない権利の侵害を指摘しています。
95,・1 キログラムあたり 8000 ベクレル以下という基準を設定したが、この条件では他の土壌で薄めればどんなに高濃度の土壌でも再生利用可能となり、制限のない放射性物質の拡散と同じことになる。これは放射性物質の集中管理の原則と相反するものである。,11.818856,18.992344,1_60,2_148,2_148,放射性物質管理基準の緩和に対する懸念と国際信頼維持の重要性,このクラスタは、放射性物質の管理基準を緩和することによる環境への影響と国際的な信頼の喪失に対する懸念を表しています。特に、基準値を緩和することで放射性物質の拡散が進む可能性があり、環境の安全性が脅かされること、そして国際市場での信頼を維持するためには、現行の厳格な基準値を維持することが重要であるという主張が中心です。
96,・ 土壌が人間にとって貴重な資源であるのは，それが表層にあり，生き物を育むために使われることに於いてです。除染された土壌の多くは火山灰土であり，表層土壌には１０から２５パーセントの有機物が含まれ，土木工事で下層に使われるには全く適していないことは明らかです。ましてや表層で使われることは流失の危険が大きく，全く受け入れられません。それが分かっているのに，原子炉等規制法で定められた数値を無視してまで計画を進めるのでしょうか？危険ではないと言えば危険が消えるわけではありません。危険をばら撒き，それを弱者に押し付けるのではなく，国が責任を持ち汚染土の集中管理をしていって下さい。,9.957109,17.785149,1_58,2_90,2_90,除染土壌の集中管理と安全性への懸念,このクラスタは、除染された土壌の管理と再利用に関する懸念を中心にしています。特に、土壌が表層にあることの重要性や、除染土壌の不適切な利用による環境への影響、そしてそれに伴う住民の反対運動の可能性についての懸念が示されています。また、国が責任を持って除染土壌を集中管理し、安全性を確保することの重要性が強調されています。
97,・ 汚染土の再利用による拡散は、地域間での不公平感を生み出す可能性があります。一部の地域が「汚染を受け入れさせられる」感覚を抱くことは、社会的対立を引き起こすかもしれません。,8.318093,18.239775,1_51,2_150,2_150,汚染土再利用に伴う健康リスクと社会的影響,このクラスタは、汚染土の再利用に関連する健康リスクや社会的影響に焦点を当てています。具体的には、運搬や再利用による粉塵吸入による健康被害、地域住民や訪問者に対する心理的な不安やストレス、そして地域間での不公平感や社会的対立の可能性についての懸念が示されています。これらの要素は、汚染土再利用の計画や実施において重要な考慮事項となります。
98,"・ 除去土壌は、「低レベル放射性廃棄物」として最終処分すべきである。【理由】環境省は、2024 年 1 月 12 日「除去土壌等の最終処分に関する安全確保について」p.２で、8,000Bq/kg は「分類上は低レベル放射性廃棄物に該当する」と整理しているからである。",11.520794,18.68819,1_61,2_64,2_64,放射性廃棄物の規制と処分に関する法的および技術的懸念,このクラスタは、放射性廃棄物の規制と処分に関する法的および技術的な懸念に焦点を当てています。具体的には、低レベル放射性廃棄物としての除去土壌の扱いに関する法的な位置づけや、放射線防護の規制が新たな省令案によってどのように影響を受けるかについての疑問が提起されています。また、ガイドライン案における検出下限値の設定が高すぎるという技術的な問題も指摘されています。これらの意見は、放射性廃棄物の安全な管理と処分に対する法的および技術的な基準の適切性を問うものです。
99,・ トレンチ処分、ピット処分等最終処分と同様の管理をすべき。,11.554872,16.689707,1_13,2_72,2_72,最終処分地の管理要件と選定基準の明確化,このクラスタは、最終処分地に関する管理要件や選定基準の明確化が必要であるという意見が集まっています。具体的には、埋め立て処分の管理終了要件やトレンチ処分、ピット処分などの管理方法の統一、そして処分区域の選定基準の明確化が求められており、これらが自治体の判断基準として重要であるとされています。
100,・ 低レベル放射性廃棄物として最終処分すべき。,11.039252,18.129301,1_65,2_21,2_21,放射性廃棄物管理の安全性と規制の強化,このクラスタは、放射性廃棄物の管理における安全性の懸念と、現行の規制やガイドラインの不備に対する批判が中心です。具体的には、除去土壌の放射能濃度の計算方法の杜撰さや、低レベル放射性廃棄物の最終処分の必要性、放射線遮蔽の具体的な基準の欠如についての指摘が含まれています。これらの意見は、作業者の安全確保と環境への影響を最小限に抑えるために、より厳格な規制と具体的な基準の設定が求められていることを示しています。
101,・ 密閉型容器の使用をすべき。,11.159998,16.661097,1_5,2_87,2_87,安全性確保のための法的整備と技術的対策の必要性,このクラスタは、特定の技術や製品に対する安全性を確保するために、法的な定義や罰則の整備が必要であること、そして技術的な対策として密閉型容器の使用が推奨されることを示しています。これにより、長期的な安全性を確保し、運用上のリスクを低減することが求められています。
102,・ 地下５０ｍ位穴掘って地下水が流れ込まないようにコンクリで周りを固め、そこに汚染土壌を放り込んでフタして立入禁止区域とし留め置くしかない。,10.019017,17.066746,1_3,2_77,2_77,汚染土壌の安全な隔離と管理策,このクラスタは、汚染土壌の安全な隔離と管理に関する提案が中心です。地下に隔離する方法や、集排水設備の設置によって汚染物質の拡散を防ぎ、環境への影響を最小限に抑えることを目的としています。これにより、汚染土壌の安全な管理と周辺環境の保護が図られます。
103,・ 危険だから汚染土を除染したのに、危険な土を再利用するのは矛盾。,8.7558775,18.046576,1_50,2_39,2_39,除染土の再利用に対する懸念と透明性の要求,このクラスタは、除染土の再利用に関する不透明な基準や手続き、そしてその安全性に対する懸念を表明しています。具体的には、除染土の安全基準が不明瞭であること、除染土の再利用が矛盾していると感じられること、除染土の量や処理方法の変更が不透明であること、そして長期的な影響に関する科学的研究が不足していることが指摘されています。また、除染土の表現に対する違和感も示されており、全体として透明性と安全性の確保を求める声が強調されています。
104,・ 汚染土が安全に再利用できるのだったら、そもそも除染が必要なかったことになる。全くおかしい事業であり、中止すべき。,8.629366,17.88072,1_50,2_14,2_14,汚染土再利用計画への不信と懸念,このクラスタは、汚染土の再利用計画に対する不信感と懸念を表明する意見で構成されています。特に、再利用計画の安全性やその正当性に対する疑問、将来世代への影響に対する不安、そして計画自体の中止を求める声が中心となっています。これらの意見は、計画の透明性や科学的根拠の不足に対する不安を反映しています。
105,・ すでに中間貯蔵施設に膨大な予算と時間、人力を費やして埋設された汚染土を掘り返すことの愚かさ。,9.138756,17.299347,1_53,2_70,2_70,中間貯蔵施設の再掘削に対する批判とリソース浪費の懸念,このクラスタは、中間貯蔵施設において既に多大な予算、時間、そして人力を投入して埋設された汚染土を再び掘り返すことに対する批判的な意見を表しています。特に、これまでのリソースの浪費や、再掘削の非効率性に対する懸念が中心となっています。
106,・ 輸送コストが無駄。,8.463353,17.155539,1_45,2_138,2_138,輸送コストの削減ニーズ,このラベルは、輸送にかかるコストが無駄であると感じている点に焦点を当てています。輸送に関連する費用がビジネスや個人の経済活動において負担となっており、その削減が求められていることを示しています。
107,・ 安全に再生利用ができるならば、輸送コストのかからない福島県内で行うべきであり、県外ですべきでない。,8.070323,16.683636,1_46,2_89,2_89,福島県内外での除染土壌の再生利用と最終処分に関する意見の対立,このクラスタは、福島県内での除染土壌の再生利用と最終処分に関する意見の対立を示しています。一部の意見は、輸送コスト削減や汚染拡大防止の観点から福島県内での処理を支持していますが、他の意見は法律に基づき福島県外での最終処分を支持し、福島県の復興を妨げないようにすることを重視しています。これにより、福島県内外での処理方法に関する意見の相違が浮き彫りになっています。
108,・ 全国にばら撒かずに発生地で集中管理し、浮いたお金を福島の復興再生に使うべき。,7.859343,16.275274,1_48,2_68,2_68,福島第一原発事故の影響と責任の地域限定化に関する議論,このクラスタは、福島第一原発事故の影響を受けた地域とその責任の所在についての議論が中心です。特に、事故の影響を福島県内に限定し、他地域への影響を最小限に抑えるべきだという意見が強調されています。また、福島県内での管理と復興に資金を集中させるべきだという主張も含まれています。これにより、福島県が事故の影響を受けた責任を果たしつつ、地域の復興を進めるべきだという考えが示されています。
109,・ ゼネコンや原子力ムラにお金を還流させて天下りするためか。,7.7549963,16.928387,1_46,2_36,2_36,福島除染土壌の移動に関する倫理的・政治的懸念,このクラスタは、福島の除染土壌を他地域に移動させることに対する倫理的および政治的な懸念を中心にしています。具体的には、放射線被ばくの正当化の原則に反するという倫理的問題、政治的約束の履行が唯一のメリットであること、そしてゼネコンや原子力ムラへの利益還流の疑念が挙げられています。また、福島の被害者の意見が十分に考慮されていないことへの不満も表明されています。
110,・ 放射能汚染土の公共事業での再利用は産廃利権そのもの,9.459441,18.212812,1_69,2_4,2_4,放射能汚染土の再利用に対する環境リスクと利権問題,このクラスタは、放射能汚染土の公共事業での再利用に関する環境リスクと利権問題に対する懸念が中心です。特に、自然災害時の放射性物質の漏洩リスクや、再利用に伴う環境汚染の可能性が指摘されています。また、再利用に関する利権構造への批判も含まれています。これらの意見は、再利用の中止や厳格な管理措置の必要性を訴えています。
111,・ 農業や漁業に影響を与え、土地価格の下落や観光業への打撃を招く可能性がある。,8.138593,17.502232,1_49,2_6,2_6,環境変動による経済的影響と政府の責任,このクラスタは、環境変動が農業や漁業に与える影響が土地価格の下落や観光業への打撃を招く可能性があること、そしてその結果としてインバウンド観光などの経済効果がマイナスになることに対する懸念が示されています。また、これらの経済的影響に対する政府の責任についても言及されています。
112,・ 農産物について日本産は海外で人気で第一次産業が復活できる兆しがあるのに、汚染されると輸入禁止、壊滅的被害を受ける。,7.963606,17.620268,1_49,2_99,2_99,日本産農産物の海外人気と輸入禁止リスクの二面性,このクラスタは、日本産の農産物が海外で高い人気を誇り、第一次産業の復活の兆しが見える一方で、汚染問題が発生すると輸入禁止措置が取られ、壊滅的な被害を受けるリスクがあるという、農産物輸出における二面性に焦点を当てています。
113,・ 農地に用いるという報道もありますが、これには賛成できません。福島の漁業同様に、風評被害が広がり、食品の輸出も困難になります。,7.989818,17.323387,1_49,2_140,2_140,農地利用に対する風評被害と輸出への懸念,このクラスタは、福島の農地利用に関する報道に対する反対意見を中心に、風評被害が農業や漁業に与える影響についての懸念が表れています。特に、風評被害が食品の輸出に与える悪影響についての不安が強調されています。
114,・ 欧米では放射性物質に関して非常に敏感であり、除去土壌を日本全国どこに利用されるかわからないように再利用することは、国が推進しているインバウンド事業にも大きなダメージを引き起こすものである。,9.8538265,18.556269,1_74,2_58,2_58,放射性廃棄物の再利用における安全性と社会的影響への懸念,このクラスタは、放射性廃棄物の再利用に関する安全性や社会的影響についての懸念を表明しています。具体的には、作業員の被ばくリスクや防護策の不透明さ、労災発生時の責任問題、さらに放射性物質の拡散による環境的・社会的影響が議論されています。また、国際的な視点から見た場合のインバウンド事業への悪影響についても指摘されています。これらの意見は、放射性廃棄物の再利用政策に対する不安と批判を中心にしています。
115,・ これによるインバウンド観光などへの経済効果のマイナスはすべて国の責任となる。,8.243009,17.319214,1_49,2_6,2_6,環境変動による経済的影響と政府の責任,このクラスタは、環境変動が農業や漁業に与える影響が土地価格の下落や観光業への打撃を招く可能性があること、そしてその結果としてインバウンド観光などの経済効果がマイナスになることに対する懸念が示されています。また、これらの経済的影響に対する政府の責任についても言及されています。
116,・ 汚染土壌の使用は、地域住民や訪問者に心理的な不安やストレスを引き起こすことがある。これは、生活の質の低下や地域のイメージ悪化につながる。,8.256437,18.17363,1_51,2_150,2_150,汚染土再利用に伴う健康リスクと社会的影響,このクラスタは、汚染土の再利用に関連する健康リスクや社会的影響に焦点を当てています。具体的には、運搬や再利用による粉塵吸入による健康被害、地域住民や訪問者に対する心理的な不安やストレス、そして地域間での不公平感や社会的対立の可能性についての懸念が示されています。これらの要素は、汚染土再利用の計画や実施において重要な考慮事項となります。
117,"・ 8,000Bq/kg の大半がセシウム 137 だろうから、本来の基準、",11.471063,19.227486,1_64,2_92,2_92,放射性物質の基準値とセシウム137の影響,"このクラスタは、放射性物質の中でも特にセシウム137に焦点を当て、その濃度が8,000Bq/kgであることに対する懸念や基準値に関する議論が中心です。セシウム137は放射性同位体であり、環境や健康への影響が問題視されるため、基準値の設定やその適用についての考察が含まれています。"
118,・ 放射能汚染土の再利用は、科学的な観点からも環境的・社会的な影響を考えても、安全とは言えない。むしろ、放射性物質の拡散リスクを高める危険な政策。,9.919289,18.638052,1_74,2_58,2_58,放射性廃棄物の再利用における安全性と社会的影響への懸念,このクラスタは、放射性廃棄物の再利用に関する安全性や社会的影響についての懸念を表明しています。具体的には、作業員の被ばくリスクや防護策の不透明さ、労災発生時の責任問題、さらに放射性物質の拡散による環境的・社会的影響が議論されています。また、国際的な視点から見た場合のインバウンド事業への悪影響についても指摘されています。これらの意見は、放射性廃棄物の再利用政策に対する不安と批判を中心にしています。
119,・ 除去土壌の受入れを巡る地域社会の分断が起こる可能性がある。,9.421818,17.12812,1_54,2_84,2_84,除去土壌の処理に関する地域社会の懸念と国際的な視点,このクラスタは、除去土壌の処理に関する地域社会の懸念と、国際的な視点での解決策を模索する意見が集まっています。具体的には、除去土壌を資源として他国に売却する提案や、地域社会の分断を懸念する声、デブリの取り出しが完了するまで土壌を動かさないよう求める意見が含まれています。これらは、除去土壌の処理に関する多様な視点と課題を反映しています。
120,・ 原発周辺の土地を国有化してそこで保管し続けるべき。,8.854277,16.796642,1_44,2_80,2_80,中間貯蔵施設の現状と国有化による保管の提案,このクラスタは、原発周辺の土地の国有化による保管の継続と、中間貯蔵施設の現状に関する意見が集まっています。中間貯蔵施設にはまだ余裕があり、他の用途に利用できない状況であるため、減容の必要性がないとする意見や、国有化によって保管を続けるべきだという提案が含まれています。
121,・ 除去土壌は東京電力の敷地内に保管すべき。そもそも汚染を発生させたのは東京電力であり、東京電力が責任をもって受け入れるのは当然のこと。ましてや除去土壌を貴重な資源と位置付けるならば東京電力が拒否する理由はないはず。,9.457045,16.49845,1_55,2_44,2_44,除去土壌の受け入れに関する自治体の準備不足と責任の所在問題,このクラスタは、除去土壌の受け入れに関する自治体の準備不足や情報伝達の遅れに対する不満、そして除去土壌の保管責任を東京電力が負うべきだという意見が中心です。特に、除去土壌の受け入れに関する自治体の準備不足や情報伝達の遅れが、住民の不安や怒りを増幅させている点が強調されています。また、汚染の発生源である東京電力が責任を持って除去土壌を管理すべきだという主張が含まれています。
122,・ 地権者及び地域住民に十分な保障をして、今ある土地で東電が永久管理することを宣言し、これ以上被ばく被害を全国に増やすべきではない。大企業として社会的責任、企業倫理をもって株主、従業員を説得してほしい。国は東電の責任をこの汚染土等についても明確にすべきである。,9.489733,16.078907,1_28,2_105,2_105,東電の責任と汚染者負担の原則に基づく環境政策の見直し,このクラスタは、東京電力が汚染者としての責任を負うべきであるという主張を中心に、地権者や地域住民への保障、企業倫理、社会的責任の重要性を訴えています。また、環境省に対しては、政治的な忖度を排し、規制官庁としての立場を堅持し、制度の是正に取り組むことを求めています。さらに、自然災害によるインフラの崩壊が人間の責任体制とは無関係であることを指摘し、現行の責任体制の見直しを提案しています。
123,・ 省令案のガイドラインによれば、埋め立て作業に関して除染実施者（環境省）と事業実施者（土木業者）との責任については記載されているが、汚染土を発生させた東電の責任はどこにも書かれていない。放射能汚染を伴うこうした作業が公共事業とされることによって、いつの間にか最大の責任者である東電が第三者のようになってしまうことは理解できない。,10.528758,16.120022,1_7,2_153,2_153,東電の責任不在と公共事業化による責任の曖昧化,このクラスタは、放射能汚染を伴う埋め立て作業において、汚染土を発生させた東電の責任が省令案のガイドラインに記載されていないことに対する批判が中心です。公共事業として扱われることで、東電が最大の責任者であるにもかかわらず、第三者のように扱われていることへの不満が表れています。
124,・ そもそも論だが、除去土壌は、本来は「汚染者負担の原則」に基づき、東京電力が責任を負うべき問題だ。環境省には、原則に立ち返り、現状におもねることなく、政治的な忖度をすることなく、規制官庁として、規制の立場を堅持して、制度の是正に取り組んでいただきたい。再生利用実施者の立場を手放すべきである。,9.498654,16.09919,1_28,2_105,2_105,東電の責任と汚染者負担の原則に基づく環境政策の見直し,このクラスタは、東京電力が汚染者としての責任を負うべきであるという主張を中心に、地権者や地域住民への保障、企業倫理、社会的責任の重要性を訴えています。また、環境省に対しては、政治的な忖度を排し、規制官庁としての立場を堅持し、制度の是正に取り組むことを求めています。さらに、自然災害によるインフラの崩壊が人間の責任体制とは無関係であることを指摘し、現行の責任体制の見直しを提案しています。
125,・ そもそも放射性物質を扱い、事故によりばらまいたのは事業者であり、国策として進めた国である。その尻拭いをなぜ国民が広く受けなければいけないのか。,10.313331,18.434925,1_76,2_20,2_20,放射性物質の処理と社会的責任に関する意見の対立,このクラスタは、放射性物質の処理に関する社会的責任とその受け入れに対する意見の対立を示しています。一方では、放射性物質の事故の責任を事業者や国に求め、国民がその影響を受けることに対する不満が表明されています。他方では、安全な処理土の受け入れを前向きに捉え、教育的な機会として活用することを提案し、放射線に対する理解を深めることを期待する意見が示されています。
126,・ 事故の責任は東電や国にあり、それを「日本全体の復興のため」「負担の分かち合い」といって一般市民に押し付けるべきではない。,9.289509,16.044182,1_28,2_0,2_0,事故責任の所在と市民負担の不当性,このクラスタは、事故の責任が東京電力や国にあるにもかかわらず、その負担を『日本全体の復興のため』や『負担の分かち合い』という名目で一般市民に転嫁することの不当性を指摘しています。市民に対する不公平な負担の押し付けに対する批判が中心です。
127,・ まずは霞が関や永田町、政治家や官僚の自宅で率先して再生利用の案件形成をすべき。,8.232978,15.8185835,1_43,2_48,2_48,政策形成における現場重視と利権排除の重要性,このクラスタは、政策形成において、まずは現場での実践や地域住民の意見を重視することの重要性を訴えています。特に、霞が関や永田町といった政策決定の中心地での率先した取り組みや、利権に左右されない地域住民の意向確認が強調されています。これにより、利権にまみれた案ではなく、実際の現場のニーズに即した政策形成が求められていることが示されています。
128,・ 除染土を再利用しようとするなら、まず国会周辺、首相官邸、議員宿舎などで「実証試験」を最低５年行い、その安全性を全国民に広く知らしめて後に行いうべきだ。,8.849638,17.761747,1_50,2_146,2_146,除染土再利用の安全性実証試験の提案,このラベルは、除染土の再利用に関する安全性を確認するために、まず国会周辺や首相官邸、議員宿舎などの政府関連施設で実証試験を行うべきだという提案に焦点を当てています。提案者は、これにより安全性を全国民に示すことができると考えています。
129,・ 安全と言うなら、あなた方の家に持ち帰り検証してみてください。あなた方に健康被害が出ないと証明してみてください。環境省の中で処理してみてください。できますか？,10.141802,18.016836,1_59,2_81,2_81,安全性の実証と責任の所在に対する疑問,このクラスタは、提案されている安全性に対する疑念と、提案者自身がその安全性を実証する責任を負うべきだという主張が中心です。具体的には、提案者が自らの生活環境で安全性を確認し、健康被害がないことを証明することを求めています。
130,・ 事故を起こした福島第一原発は東京電力管内に送電をする為の施設のため、電力の需要側である都市部に再生利用先を限定すべきであり、東京電力と利害関係のない一般国民の居住地域にまで再生利用を可能にするような建付けにすべきでない。,8.099365,16.287605,1_48,2_68,2_68,福島第一原発事故の影響と責任の地域限定化に関する議論,このクラスタは、福島第一原発事故の影響を受けた地域とその責任の所在についての議論が中心です。特に、事故の影響を福島県内に限定し、他地域への影響を最小限に抑えるべきだという意見が強調されています。また、福島県内での管理と復興に資金を集中させるべきだという主張も含まれています。これにより、福島県が事故の影響を受けた責任を果たしつつ、地域の復興を進めるべきだという考えが示されています。
131,・ 環境省は、今回の汚染土の再利用を、「30 年後、福島県外で最終処分するため、“除去土壌”の量を減らす必要がある」として推進しようとしている。一方で、「復興再生利用」は「処分」に含まれ、実質的な最終処分に近い。この「復興再生利用」は福島県内においても行われる方向であり、福島県との約束が事実上反故にされることになる。,8.350337,16.20081,1_42,2_97,2_97,福島県外最終処分における復興再生利用の問題点と約束の反故,このクラスタは、環境省が推進する汚染土の再利用に関する政策に対する批判的な視点を中心にしています。特に、福島県外での最終処分を約束しながら、実質的に福島県内での再利用が進められることが、福島県との約束を反故にするものであるという懸念が示されています。また、復興再生利用が最終処分に含まれるべきではないという意見も含まれています。
132,・ 福島県内でも再生利用をするそうだが、30 年以内に県外に運び出すという約束違反ではないか。再生利用との名を借りて日本中を放射能で汚染させることになりかねない。,7.9824705,16.582527,1_46,2_56,2_56,福島県の除染土再利用と処分に関する意見の対立と課題,このクラスタは、福島県内外での除染土の再利用や処分に関する意見の対立と、未解決の課題に焦点を当てています。一方では、再生利用が約束違反であり、放射能汚染の拡大を懸念する声があり、他方では、県外での処分や再利用に賛成し、福島県の復興を支持する意見があります。また、帰還困難区域内の高線量箇所の存在や、最終処分量の見通しに対する懸念も示されています。
133,・ 「30 年後、福島県外で最終処分するために、“除去土壌”の量を減らす必要がある」というが、当初から実行が可能かどうか危ぶまれていたような「30 年後、福島県外で最終処分する」という約束を福島県と交わしたことが、そもそも問題の始まりなのではありませんか。福島県民を（だけでなく全国の国民をも）騙したり、嘘をついたりするようなやり方はもうやめて、今こそ出発点に戻って、放射能汚染土をどう取り扱うべきか熟議することが求められています。,8.273447,16.44472,1_47,2_9,2_9,福島除去土壌の最終処分に関する政策の再考と国民的責任の共有,このクラスタは、福島県の除去土壌の最終処分に関する政策の現状とその問題点についての議論を中心にしています。特に、30年後に福島県外で最終処分を行うという約束の実現可能性や、その約束自体が不合理であるという意見が含まれています。また、福島県外への移設が国内の分断を招く可能性や、国全体で原発事故の責任を共有する必要性についても言及されています。これらの意見は、現行の法律や政策の見直しと、国民全体での責任の再認識を求めるものです。
134,・ もう一度汚染された所に住んでいる方々とお話されては如何ですか？当時と今とでは変わっていると思います。,8.033201,18.004725,1_52,2_82,2_82,汚染問題に対する地域住民の懸念と変化の認識,このクラスタは、汚染問題に対する地域住民の懸念と、時間の経過による状況の変化に焦点を当てています。住民との対話を通じて、過去と現在の状況の違いを理解することの重要性や、汚染物質の移動による二次汚染への不安が強調されています。
135,・ こんな利権まみれの案を提示する前に、大熊町、双葉町、福島県浜通り地方にどうしたいか、まずは確かめるべき。,8.095258,15.742739,1_43,2_48,2_48,政策形成における現場重視と利権排除の重要性,このクラスタは、政策形成において、まずは現場での実践や地域住民の意見を重視することの重要性を訴えています。特に、霞が関や永田町といった政策決定の中心地での率先した取り組みや、利権に左右されない地域住民の意向確認が強調されています。これにより、利権にまみれた案ではなく、実際の現場のニーズに即した政策形成が求められていることが示されています。
136,・ 当時交付金や雇用も得られ町が潤った、そのお金を受け取った福島第一原発の立地自治体で責任をとってください。いざ事故が起これば、他の地域を巻き込むというのはやめてください。,8.02683,16.262157,1_48,2_68,2_68,福島第一原発事故の影響と責任の地域限定化に関する議論,このクラスタは、福島第一原発事故の影響を受けた地域とその責任の所在についての議論が中心です。特に、事故の影響を福島県内に限定し、他地域への影響を最小限に抑えるべきだという意見が強調されています。また、福島県内での管理と復興に資金を集中させるべきだという主張も含まれています。これにより、福島県が事故の影響を受けた責任を果たしつつ、地域の復興を進めるべきだという考えが示されています。
137,・ 中間貯蔵用地にはまだ余裕があり、それ以外の利用はできない状況。減容する必要性はない。,8.866663,16.819695,1_44,2_80,2_80,中間貯蔵施設の現状と国有化による保管の提案,このクラスタは、原発周辺の土地の国有化による保管の継続と、中間貯蔵施設の現状に関する意見が集まっています。中間貯蔵施設にはまだ余裕があり、他の用途に利用できない状況であるため、減容の必要性がないとする意見や、国有化によって保管を続けるべきだという提案が含まれています。
138,・ 中間貯蔵施設には余裕がまだ半分もあると聞いています。,8.700579,16.843462,1_44,2_80,2_80,中間貯蔵施設の現状と国有化による保管の提案,このクラスタは、原発周辺の土地の国有化による保管の継続と、中間貯蔵施設の現状に関する意見が集まっています。中間貯蔵施設にはまだ余裕があり、他の用途に利用できない状況であるため、減容の必要性がないとする意見や、国有化によって保管を続けるべきだという提案が含まれています。
